"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"3192","179","2019-04-26","5000","240088","10000","servicio y dist","1 kit dist, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite sint, 1 correa alt, 1 filtro polen "
"3193","1269","2019-04-30","4500","74348","6370","servicio y diagnostico","1 diagnostico, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 bujias"
"3194","1277","2019-04-30","1800","97557","2380","reemplazo bomba embrague","1 bomba, 1 kit de bujes"
"3195","1388","2019-04-29","2000","39372","4360","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 bujias"
"3196","1056","2019-04-23","1200","139839","4900","reparacion motor arranque","1 reparacion, 1 cable, 1 valvula retorno"
"3197","1376","2019-04-26","1200","115380","1800","arranque","1 bendix, 1 placa carbones"
"3198","166","2019-04-26","1500","81583","1100","diagnostico","1 juego de bujias"
"3199","1135","2019-04-25","3000","91772","19530","reemplazo bobina bujias y servicio","1 diagnostico, 1 bobina, 4 bujias, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"3200","1268","2019-05-06","1000","152454","1800","reparacion arranque","reparacion y repuestos"
"3201","346","2019-03-21","2000","118457","3360","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos"
"3202","84","2019-03-21","2800","273703","4620","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, pastillas flexible"
"3203","1389","2019-03-20","2000","94819","2690","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3204","557","2019-04-01","2800","83273","4200","pastillas y cruzeta direcc","1 juego pastillas, 4 balanceos, 1 cruzeta dir, 1 alineacion"
"3205","1149","2019-04-01","1500","184866","2540","reemplazo bujias","1 juego bujias, 1 juego amort porton, 1 juego lamp stop"
"3206","809","2019-04-01","1500","314052","1300","reemplazo ruleman","1 ruleman rueda "
"3207","1390","2019-04-01","4500","63010","0","distribucion","kit distribucion provisto"
"3208","1391","2019-03-20","2000","135784","3900","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"3209","1392","2019-03-18","1200","78178","1270","reemplazo manguera","1 manguera agua, 1 refrig"
"3210","1393","2019-03-18","3800","80985","7440","reemplazo bobina cable y bujias","1 diag, 1 juego cables, 4 bujias, 1 bobina, 1 reten selectora"
"3211","1284","2019-03-22","2000","80877","3900","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"3212","1394","2019-02-27","12000","194210","23640","reparacion tapa cilindros","1 rep tapa cil, 1 juego juntas tapa, 1 filtro aceite, 2 refrig, 1 juego bulones tapa cil, 1 kit dist, 1 termostato, 5 lts aceite"
"3213","1395","2019-03-25","1000","40465","0","control","ninguno"
"3214","1396","2019-04-03","2500","87136","1500","reparacion instalacion","diagnostico, reparacion instalacion"
"3215","606","2019-04-03","2500","375128","5940","reparacion radiador, reemplazo bomba agua","1 reparacion radiador, 1 bomba de agua, 1 manguera de agua, 1 refrig, 1 correa direccion, 1 junta tapa val"
"3216","1397","2019-04-05","5200","57941","0","servicio y dist","1 kit dist, y servicio completo (provistos)"
"3217","1398","2019-04-09","1200","87931","1800","bieleta","1 bieleta"
"3218","1396","2019-04-10","800","87396","1800","reemplazo taco","1 taco motor"
"3219","1230","2019-03-15","2000","46547","2870","servicio","1 filtro aire, 1 filtro aceite, 4 lts aceite"
"3220","1198","2019-03-14","2000","93264","6040","servicio y diagnostico","1 diagnostico, 1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"3221","1244","2019-03-13","4500","162655","1600","embrague","embrague"
"3222","1399","2019-03-22","2000","32154","3500","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3223","1048","2019-03-25","800","157244","700","reemplazo manguera","1 manguera"
"3224","1400","2019-04-04","4000","294761","6520","tren delantero frenos","1 juego pastillas, 2 retenes caja, 1 junta tapa val, 1 reten selectora, 2 bujes parrilla, 2 fuelles semiejes, 1 bieleta"
"3225","871","2019-04-10","2000","92429","600","limpieza circuito comb","nafta y limpieza circuito combustible"
"3226","1196","2019-04-11","2000","128183","3560","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite"
"3227","884","2019-04-15","2200","66577","2600","reemplazo bomba agua","1 bomba agua, 1 rueda tensora"
"3228","1401","2019-04-16","4200","98156","1200","distribucion","kit distribucion (provisto), 1 refrig, 1 correa elastica"
"3229","1349","2019-04-15","2000","228796","9910","servicio y reparacion elasticos tras","1 filtro aire, 1 filtro aceite, 1 filtro comb, 7 lts aceite, 1 reparacion elasticos"
"3230","1155","2019-04-17","2000","80620","3060","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, lamp h4"
"3231","994","2019-04-15","2200","89868","3390","servicio","1 filtro aire, 1 filtro aceite, 1 filtro comb, 5 lts aceite, 4 balanceos"
"3232","1293","2019-06-06","1500","37273","3010","serv","filtro aire aceite y aceite de motor"
"3233","1402","2019-03-26","6000","76181","1600","reparacion caja","3 lts aceite caja"
"3234","1403","2019-03-14","3500","88534","5830","reemplazo fuelle de caja y filtros","fuelle, filtro aire, aceite, comb, aceite motor, aceite caja, bujias"
"3235","1404","2019-04-15","500","53842","3400","bateria","bateria"
"3236","1405","2019-03-11","2000","232476","4100","servicio","filtro aire, aceite, comb, dep agua, aceite motor"
"3237","1147","2019-06-11","2000","79425","3570","reemplazo dee filtros ","filtro aire aceite  aceite motor sintetico"
"3238","801","2019-06-18","1600","144648","3600"," reemplazo de taco motor ","taco motor"
"3239","1192","2019-06-27","2500","97858","3100","reemplazo de filtros y aceite","aceite, filtro aire, aceite "
"3240","798","2019-07-01","3000","244989","3000","reemplazo de filtros ","filtro aire aceite comb. aceite motor"
"3241","1195","2019-07-18","2000","94030","5990","reemplazo de filtros aceites ","filtro aire aceite comb. aceite motor "
"3242","1148","2019-07-18","2500","82876","11530","reemplazo de filtro aceite y pastillas de freno tras del.","pastillas del ,tras, filtro aire aceite comb, aceite motor "
"3243","1003","2019-07-24","0","111293","900","servicio completo","1 filtro aire, 1 filtro aceite, 1 filtro comb, 4 lts aceite, rotacion y balanceo"
"3244","1269","2019-07-24","3000","77425","2900","reemplazo de orig de multiple admicion","junta multiple"
"3245","924","2019-07-24","3500","85954","3500","reemplazo de correa dist. tensor ","correa dist. tensor dist."
"3247","1100","2019-08-09","3000","113201","3230","reemplazo junta tapa valvula, pipeta de agua, y reparacion caÃ±o hidraulicao","1 junta tapa val, pipeta, manguera sup radiador, caÃ±o hidraulica, refrigerante"
"3247","1100","2019-08-09","3000","113201","3230","reemplazo junta tapa valvula, pipeta de agua, y reparacion caÃ±o hidraulicao","1 junta tapa val, pipeta, manguera sup radiador, caÃ±o hidraulica, refrigerante"
"3248","1406","2019-08-13","1500","17401","440","control general y reemplazo de filtro comb. ","filtro comb."
"3249","1407","2019-06-21","2000","10731","4500","reemplazo de filtros","filtro aire ,aceite, comb,aceite motor, 4 balanceo y 2 refrigerante"
"3250","1407","2019-08-16","2000","11436","3000","reemplazo de pipeta","pipeta porta term. comp. y ref."
"3251","1406","2019-08-20","2500","17540","1400","reemplazo de correa alt. y distribuciÃ³n ","a dist. alt."
"3252","1237","2019-06-25","2000","40696","5800","reemplazo zonda lamda","zonda lambda"
"3253","1408","2019-06-21","12000","139457","11530","tapa cilindros","1 frenteado tapa, 1 kit distribucion, 1 juego juntas descarb, 1 filtro aceite, 1 juego bulones tapa, 4 lts aceite, 1 termostato y 1 refrig"
"3254","1275","2019-07-23","3800","42670","4940","servicio y reemplazo fuelles amort del","1 filtro aceite, 1 filtro aire, 5 lts aceite, 1 juego past, 2 fuelles amort del "
"3255","141","2019-08-15","3000","152163","4880","servicio y reemplazo manguera agua","1 filtro aceite, 1 filtro aire, filtro comb, 5 lts aceite, 2 mangueras de agua, 1 refrig, 1 tapa deposito agua"
"3256","1328","2019-08-13","2500","31361","3620","servicio","1 filtro aceite, 1 filtro aire, 1 filtro comb, 5 lts aceite, 4 balanceos"
"3257","1409","2019-08-15","15000","403965","36360","servicio y reemplazo de elasticos, retenes, puente cardan, junta tapa val","cadena dif trasf, 1 hoja elast, 1 aditivo cimpia iny, 1 filtro aceite, 1 filtro aire, 1 filtro comb, 8 lts aceite, 1 faro tras, 2 retenes dif del, 1 caudalimetro, 1 tapa y filtro polen, 1 polea ventil"
"3258","1102","2019-08-20","2800","44240","6040","servicio","1 filtro aceite, 1 filtro aire, 5 lts aceite, 1 juego past, 1 junta tapa val"
"3259","992","2019-08-09","800","119875","7300","reemplazo buje, y bobina","1 buje tensor, diagnostico, 1 bobina"
"3260","311","2019-08-23","3800","281172","4830","servicio","1 filtro aceite, 1 filtro aire, 1 filtro comb, 5 lts aceite, 1 antena"
"3261","1410","2019-08-22","3200","49092","0","distribucion","kit bomba agua (provistos)"
"3262","1411","2019-08-08","2500","88713","3800","reemplazo bomba embrague","bomba embrague"
"3263","1412","2019-08-05","4500","51756","0","?","?"
"3264","1290","2019-07-05","2000","41028","3140","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"3265","1414","2019-07-04","2200","196373","0","reparacion asiento inyector","ninguno"
"3266","1415","2019-07-03","4200","96315","0","distribucion","1 kit distribucion (provisto)"
"3267","1040","2019-07-19","1900","114701","4700","bomba de agua","1 bomba de agua, 2 tensores correa alt, 1 refrig"
"3268","774","2019-07-18","2500","134367","3590","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro habitaculo"
"3269","1396","2019-07-22","2500","90395","4200","reemplazo bomba agua","1 bomba agua orig, 1 refrig"
"3270","1416","2019-07-22","1500","109788","0","reemplazo tacos motor","1 taco motor, 1 taco rebote (provistos)"
"3271","869","2019-08-07","2500","50158","4450","servicio y reemplazo bulbo aceite","1 bulbo aceite, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3272","1417","2019-07-26","2500","76593","3360","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3273","1066","2019-07-26","2000","147430","4900","reemplazo pipeta y bujias","1 pipeta orig, 4 bujias, 1 refrig"
"3274","284","2019-07-24","4000","28123","5100","distribucion","1 tensor bomba iny, 2 correa dist, 2 correa alt"
"3275","1418","2019-07-24","11500","251774","28030","tren delantero, distribucion, bujes elasticos","1 lt liquido direccion, 1 juego pastillas, 3 correas alt, 1 correa dist, 1 tensor dist, 2 rotulas sup, 1 rotula inf, 1 brazo aux, 1 picman, 2 bujes est, 2 extremos direc, 1 faro giro, 1 alineacion, 1 "
"3276","1419","2019-07-25","8000","133014","23500","reemplazo valv egr, y bujias calent","1 valvula egr, 3 bujias cal"
"3277","1420","2019-06-07","1200","254763","3300","reemplazo bomba agua","1 bomba de agua, 1 rueda tensora, 1 refrig"
"3278","564","2019-06-05","3500","46953","5340","servicio, reemplazo homocineticas","2 homocineticas, 1 filtro aire, 1 filtro aceite, 4 lts aceite, 4 balanceos, 2 escobillas"
"3279","907","2019-06-03","1500","84075","3130","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3280","1421","2019-06-13","2500","114014","5190","reemplazo cables, bujias y junta tapa val","1 juego cables, 1 juego bujias, 1 bobina, 1 junta tapa val"
"3281","1130","2019-06-06","1500","174122","1460","arranque","1 bendiz, 1 juego carbones"
"3282","1254","2019-06-05","5500","256132","8960","distribucion","1 tensor dist, 1 correa alt, 1 correa dist (orig)"
"3283","1422","2019-06-04","4500","342386","8740","distribucion reemplazo junta y retenes","1 tensor dist fijo, 4 correas alt direc a/a, 1 correa dist, 2 retenes dist, 1 junta tapa val, 1 soldadura deflector"
"3284","1209","2019-06-04","1900","65481","7580","reemplazo pastillas y amort","1 amort tras der, 1 juego past del"
"3285","1423","2019-07-02","3800","110156","5810","distribucion","1 kit dist, 1 tensor correa alt, 1 correa alt"
"3286","28","2019-07-04","2000","168265","7680","reemplazo amort y flexible","2 amort tras, 1 flex"
"3287","1242","2019-07-08","3500","109285","0","reemplazo pipeta","1 pipeta termost comp, 1 reten selector (provistos)"
"3288","1270","2019-07-05","2000","182854","3830","servicio y reemplazo correas","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb, 2 correas "
"3289","1424","2019-07-05","2000","115314","3000","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3290","1166","2019-07-08","7500","75644","9300","embrague","1 kit embrague"
"3291","361","2019-07-11","2500","105836","3650","servicio","1 filtro aire, 1 filtro aceite, 6 lts aceite, 4 balanceos"
"3292","884","2019-07-15","15000","68419","780","reemplazo buje","1 buje"
"3293","1426","2019-07-15","2000","29137","4050","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite sintetico, 1 filtro comb, 4 balanceos"
"3294","1338","2019-07-10","2500","42996","5350","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, filtro polen, 1 juego pastillas, 4 balanceos"
"3295","849","2019-07-17","0","61710","7010","servicio y dist","1 kit dist, 1 correa alt, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3296","1427","2019-07-17","1500","56526","1680","reemplazo pastillas","1 juego pastillas"
"3297","1428","2019-05-22","12000","128356","18320","reparacion caja","1 reparacion caja, 3 lts grasa caja"
"3298","820","2019-06-25","6000","339139","8480","embrague","1 crapodina emb, 1 kit palanca"
"3299","1429","2019-06-19","2000","129220","2510","reemplazo mangueras","2 mangueras calefac, 1 termostato, 1 refrig, 3 juntas pipeta"
"3300","1430","2019-06-26","3000","129525","0","reparacion instalacion y control general","ninguno"
"3301","1386","2019-06-28","15000","134460","13050","tapa cilindros","1 reparacion tapa, 1 kit juntas, 1 reten leva, 1 junta tapa, 1 juego bulones, 2 refrig, 1 cable embrague"
"3302","1431","2019-06-28","2000","103432","2900","servicio","1 filtro aire, 1 filtro aceite, 4 lts aceite, 1 filtro comb"
"3303","934","2019-06-24","1500","28346","0","frenos","limpieza y regulacion frenos tras"
"3304","1194","2019-06-19","1000","117292","1330","reemplazo manguera","1 manguera, 1 racor, 1 refrig"
"3305","1432","2019-06-18","1500","32002","500","balanceo","4 balanceos"
"3306","1433","2019-06-13","4500","134601","9360","reemplazo polea alt","1 tensor fijo, 1 tensor aut, 1 polea alt, 1 correa alt"
"3307","1264","2019-06-13","2000","89162","3580","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 lamp stop, rotacion y balanceo"
"3308","178","2019-06-12","1500","90632","1680","reemplazo varilla selectora","1 varilla selector"
"3309","1014","2019-06-06","2000","93502","3400","reemplazo bujias ","1 diag, 4 bujias, 1 juego juntas mult"
"3310","890","2019-05-30","2000","58560","1950"," reemplazo ruleman","1 ruleman rueda del izq, 2 escobillas"
"3311","1434","2019-05-31","4500","134250","0","distribucion","provistos"
"3312","1435","2019-08-16","2500","37506","3880","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 filtro comb"
"3313","951","2019-08-16","600","0","1800","reemplazo bujias","4 bujias, 3 lamp"
"3314","1436","2019-08-15","4000","164567","6900","distribucion y arranque","1 kit dist, 1 correa alt, 1 juego carbones"
"3315","718","2019-07-11","2500","68478","3300","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 lamp, 4 balanceos"
"3316","1437","2019-05-21","10000","100591","16800","distribucion y reemplazo tapa val y manguera","1 diag, 1 tapa val y manguera"
"3317","1102","2019-09-04","3500","44450","6800","reemplazo de cables y bujias","reemplazo de bujias cables y bobina "
"3318","858","2019-09-04","2500","242007","6900","reemplazo de filtros","filtro aire aceite comb.beletas alineacion "
"3319","1012","2019-09-03","3000","121119","3670","reemplazo de filtros ","filtro aire aceite aceite motor rotacion y balanceo"
"3320","1122","2019-09-03","3000","68352","7300","reemplazo de filtros ","filtro aire aceite comb. aceite motor polen"
